Request Number,HTTP Request Time
182,0.138219000
183,0.138142000
184,0.137869000
185,0.137887000
186,0.137925000
187,0.137942000
188,0.137898000
189,0.137868000
190,0.137918000
191,0.138034000
192,0.138063000
193,0.137877000
194,0.137857000
195,0.137861000
196,0.137870000
197,0.137898000
198,0.137871000
199,0.137893000
200,0.137902000
201,0.137921000
202,0.137837000
203,0.137927000
204,0.138033000
205,0.138034000
206,0.137914000
207,0.137874000
208,0.137839000
209,0.138153000
210,0.138002000
211,0.137963000
212,0.137774000
213,0.137907000
214,0.138014000
215,0.138093000
216,0.138166000
217,0.138069000
218,0.138136000
219,0.138004000
220,0.137979000
221,0.137875000
222,0.137869000
223,0.138223000
224,0.138038000
225,0.137921000
226,0.137959000
227,0.137848000
228,0.137837000
229,0.137873000
230,0.137912000
231,0.137910000
232,0.138072000
233,0.137956000
234,0.137840000
235,0.137927000
236,0.137929000
237,0.137841000
238,0.137804000
239,0.137820000
240,0.137914000
241,0.137914000
242,0.137903000
243,0.137866000
244,0.137903000
245,0.137944000
246,0.137969000
247,0.482862000
248,0.137849000
249,0.137889000
250,0.137915000
251,0.137876000
252,0.137822000
253,0.137857000
254,0.137813000
255,0.138038000
256,0.138109000
257,0.137803000
258,0.138012000
259,0.138280000
260,0.137851000
261,0.137848000
262,0.138112000
263,0.137916000
264,0.137892000
265,0.137874000
266,0.137873000
267,0.137946000
268,0.137825000
269,0.138055000
270,0.137945000
271,0.138015000
272,0.138128000
273,0.138069000
274,0.138114000
275,0.137906000
276,0.138017000
277,0.137961000
278,0.137914000
279,0.137887000
280,0.137836000
281,0.138317000
282,0.137834000
283,0.137845000
284,0.137940000
285,0.137794000
286,0.137849000
287,0.137857000
288,0.138123000
289,0.137863000
290,0.137864000
291,0.137949000
292,0.137995000
293,0.137945000
294,0.138073000
295,0.138059000
296,0.137924000
297,0.138071000
298,0.137840000
299,0.137936000
300,0.138111000
301,0.137831000
302,0.137870000
303,0.138062000
304,0.137964000
305,0.138068000
306,0.138031000
307,0.137952000
308,0.137886000
309,0.137833000
310,0.137925000
311,0.137897000
312,0.138046000
313,0.137802000
314,0.137929000
315,0.137863000
316,0.137913000
317,0.138076000
318,0.138036000
319,0.138156000
320,0.137895000
321,0.138016000
322,0.137858000
323,0.137918000
324,0.137912000
325,0.137876000
326,0.137999000
327,0.138077000
328,0.138062000
329,0.138117000
330,0.137899000
331,0.138003000
332,0.137860000
333,0.137868000
334,0.137988000
335,0.137865000
336,0.137908000
337,0.138056000
338,0.137884000
339,0.137892000
340,0.137862000
341,0.478092000
342,0.138057000
343,0.138087000
344,0.137848000
345,0.138096000
346,0.137926000
347,0.138004000
348,0.137927000
349,0.138117000
350,0.137892000
351,0.138052000
352,0.137994000
353,0.137909000
354,0.137920000
355,0.138172000
356,0.137780000
357,0.138014000
358,0.137822000
359,0.137860000
360,0.137819000
361,0.137981000
362,0.138158000
363,0.137985000
364,0.138140000
365,0.137913000
366,0.137977000
367,0.138040000
368,0.137857000
369,0.137899000
370,0.137914000
371,0.137987000
372,0.137977000
373,0.137997000
374,0.137914000
375,0.137853000
376,0.137846000
377,0.137994000
378,0.138021000
379,0.138036000
380,0.137806000
381,0.137807000
382,0.137867000
383,0.137847000
384,0.137822000
385,0.137903000
386,0.138020000
387,0.137785000
388,0.137844000
389,0.137988000
390,0.138070000
391,0.137862000
392,0.137920000
393,0.138123000
394,0.138007000
395,0.137882000
396,0.137964000
397,0.137899000
398,0.138118000
399,0.137853000
400,0.137929000
401,0.138018000
402,0.138075000
403,0.137987000
404,0.137851000
405,0.138066000
406,0.138059000
407,0.138034000
408,0.138151000
409,0.138057000
410,0.137886000
411,0.137860000
412,0.137922000
413,0.137958000
414,0.138041000
415,0.138045000
416,0.138055000
417,0.137904000
418,0.138088000
419,0.138062000
420,0.137857000
421,0.137990000
422,0.137877000
423,0.137873000
424,0.137887000
425,0.137908000
426,0.137829000
427,0.137921000
428,0.137987000
429,0.138191000
430,0.137885000
431,0.138087000
432,0.137902000
433,0.137914000
434,0.137996000
435,0.137798000
436,0.137998000
437,0.137940000
438,0.137985000
439,0.137824000
440,0.137874000
441,0.138142000
442,0.137901000
443,0.137904000
444,0.137949000
445,0.137882000
446,0.137833000
447,0.137945000
448,0.137956000
449,0.137775000
450,0.137829000
451,0.137917000
452,0.137831000
453,0.137897000
454,0.137813000
455,0.138133000
456,0.138004000
457,0.137874000
458,0.137873000
459,0.137877000
460,0.137878000
461,0.137910000
462,0.137928000
463,0.138022000
464,0.137942000
465,0.137913000
466,0.138090000
467,0.137939000
468,0.138037000
469,0.138076000
470,0.138039000
471,0.137881000
472,0.137902000
473,0.137947000
474,0.138054000
475,0.138023000
476,0.138096000
477,0.138048000
478,0.137915000
479,0.138093000
480,0.137863000
481,0.137868000
482,0.137865000
483,0.138008000
484,0.137989000
485,0.137943000
486,0.138084000
487,0.138048000
488,0.138211000
489,0.138034000
490,0.138007000
491,0.138093000
492,0.138066000
493,0.138143000
494,0.138039000
495,0.137865000
496,0.138054000
497,0.138165000
498,0.138039000
499,0.137848000
500,0.137958000
501,0.137902000
502,0.137987000
503,0.138060000
504,0.137981000
505,0.138101000
506,0.138072000
507,0.138057000
508,0.138012000
509,0.137859000
510,0.137862000
511,0.137936000
512,0.137879000
513,0.137843000
514,0.138005000
515,0.138102000
516,0.137946000
517,0.137967000
518,0.137997000
519,0.137942000
520,0.138010000
521,0.138059000
522,0.137883000
523,0.137831000
524,0.137845000
525,0.137914000
526,0.137880000
527,0.138009000
528,0.137889000
529,0.137829000
530,0.137909000
531,0.138154000
532,0.137785000
533,0.137905000
534,0.137883000
535,0.137850000
536,0.137910000
537,0.137946000
538,0.137877000
539,0.137917000
540,0.137870000
541,0.138043000
542,0.137836000
543,0.138105000
544,0.137992000
545,0.138112000
546,0.137810000
547,0.138230000
548,0.137981000
549,0.137912000
550,0.137982000
551,0.137907000
552,0.137862000
553,0.138029000
554,0.138109000
555,0.138011000
556,0.137991000
557,0.137770000
558,0.137851000
559,0.137921000
560,0.137858000
561,0.137882000
562,0.137923000
563,0.138001000
564,0.137992000
565,0.137985000
566,0.137897000
567,0.137817000
568,0.137831000
569,0.137894000
570,0.137784000
571,0.138303000
572,0.137922000
573,0.137935000
574,0.137804000
575,0.137815000
576,0.137842000
577,0.137809000
578,0.138099000
579,0.137808000
580,0.137917000
581,0.137899000
582,0.138242000
583,0.137844000
584,0.477586000
585,0.138042000
586,0.137901000
587,0.137981000
588,0.138046000
589,0.137912000
590,0.137844000
591,0.137921000
592,0.137901000
593,0.137877000
594,0.137878000
595,0.137824000
596,0.137862000
597,0.137905000
598,0.138022000
599,0.137876000
600,0.137975000
601,0.137930000
602,0.137911000
603,0.137881000
604,0.137861000
605,0.137910000
606,0.138080000
607,0.137876000
608,0.137970000
609,0.138036000
610,0.138020000
611,0.138134000
612,0.137943000
613,0.137824000
614,0.137993000
615,0.137891000
616,0.138021000
617,0.137949000
618,0.137862000
619,0.138073000
620,0.137772000
621,0.137866000
622,0.138039000
623,0.137937000
624,0.137830000
625,0.138164000
626,0.137909000
627,0.138104000
628,0.137888000
629,0.137899000
630,0.138063000
631,0.137920000
632,0.137949000
633,0.137792000
634,0.138006000
635,0.138118000
636,0.137839000
637,0.137948000
638,0.138009000
639,0.138112000
640,0.137805000
641,0.138141000
642,0.138228000
643,0.138083000
644,0.137927000
645,0.138131000
646,0.138044000
647,0.137809000
648,0.137805000
649,0.138053000
650,0.138056000
651,0.138139000
652,0.137850000
653,0.137829000
654,0.137912000
655,0.137919000
656,0.137827000
657,0.137925000
658,0.137874000
659,0.137812000
660,0.137980000
661,0.137957000
662,0.137804000
663,0.137924000
664,0.137901000
665,0.137842000
666,0.138034000
667,0.137860000
668,0.137839000
669,0.138029000
670,0.137950000
671,0.138009000
672,0.137966000
673,0.137972000
674,0.137905000
675,0.138023000
676,0.138079000
677,0.137773000
678,0.137857000
679,0.137877000
680,0.138028000
681,0.138015000
682,0.137817000
683,0.137875000
684,0.138109000
685,0.138034000
686,0.137852000
687,0.138231000
688,0.138099000
689,0.138042000
690,0.137983000
691,0.138090000
692,0.137876000
693,0.138063000
694,0.137949000
695,0.137901000
696,0.137834000
697,0.137808000
698,0.137878000
699,0.137855000
700,0.138009000
701,0.137849000
702,0.137876000
703,0.137954000
704,0.137898000
705,0.137838000
706,0.138025000
707,0.137876000
708,0.137854000
709,0.137865000
710,0.137803000
711,0.137851000
712,0.137943000
713,0.137911000
714,0.137936000
715,0.138044000
716,0.137819000
717,0.137871000
718,0.137838000
719,0.137839000
720,0.138065000
721,0.137970000
722,0.138023000
723,0.138015000
724,0.137908000
725,0.138074000
726,0.138116000
727,0.138094000
728,0.137822000
729,0.138115000
730,0.137764000
731,0.138144000
732,0.137913000
733,0.138089000
734,0.137975000
735,0.137969000
736,0.138138000
737,0.138143000
738,0.138137000
739,0.138087000
740,0.137971000
741,0.138103000
742,0.137864000
743,0.138057000
744,0.137883000
745,0.138064000
746,0.137968000
747,0.137868000
748,0.137844000
749,0.138029000
750,0.137876000
751,0.138104000
752,0.138002000
753,0.137914000
754,0.137836000
755,0.138090000
756,0.137944000
757,0.138057000
758,0.137749000
759,0.138088000
760,0.137951000
761,0.137863000
762,0.138058000
763,0.137838000
764,0.137844000
765,0.137846000
766,0.137958000
767,0.137903000
768,0.137854000
769,0.138136000
770,0.137918000
771,0.137989000
772,0.138012000
773,0.137834000
774,0.137844000
775,0.138157000
776,0.138086000
777,0.137971000
778,0.138046000
779,0.138056000
780,0.138021000
781,0.137976000
782,0.137841000
783,0.138112000
784,0.137843000
785,0.138083000
786,0.138048000
787,0.137845000
788,0.137903000
789,0.137957000
790,0.137855000
791,0.138030000
792,0.137946000
793,0.138012000
794,0.137891000
795,0.137964000
796,0.138098000
797,0.137886000
798,0.137793000
799,0.137858000
800,0.137830000
801,0.137926000
802,0.138004000
803,0.138035000
804,0.137850000
805,0.137920000
806,0.137855000
807,0.137876000
808,0.137854000
809,0.137916000
810,0.138101000
811,0.137955000
812,0.137931000
813,0.137853000
814,0.137981000
815,0.138117000
816,0.138023000
817,0.137908000
818,0.137878000
819,0.137994000
820,0.137880000
821,0.137911000
822,0.138067000
823,0.137923000
824,0.137882000
825,0.138038000
826,0.138001000
827,0.137972000
828,0.137929000
829,0.137819000
830,0.138097000
831,0.137876000
832,0.137829000
833,0.138192000
834,0.137821000
835,0.137893000
836,0.137801000
837,0.138088000
838,0.137980000
839,0.138048000
840,0.137862000
841,0.137813000
842,0.137865000
843,0.137862000
844,0.137893000
845,0.137790000
846,0.137864000
847,0.137966000
848,0.137854000
849,0.137865000
850,0.138151000
851,0.137901000
852,0.138068000
853,0.137978000
854,0.137803000
855,0.138099000
856,0.137951000
857,0.137885000
858,0.138002000
859,0.137969000
860,0.137858000
861,0.137922000
862,0.138045000
863,0.137953000
864,0.137942000
865,0.138097000
866,0.137927000
867,0.138024000
868,0.138084000
869,0.137824000
870,0.138029000
871,0.138004000
872,0.137989000
873,0.137876000
874,0.137875000
875,0.138012000
876,0.137962000
877,0.137795000
878,0.138048000
879,0.137817000
880,0.138104000
881,0.137845000
882,0.137863000
883,0.138056000
884,0.138175000
885,0.137841000
886,0.137799000
887,0.138023000
888,0.137863000
889,0.137986000
890,0.137904000
891,0.137884000
892,0.138063000
893,0.137862000
894,0.138074000
895,0.137991000
896,0.137925000
897,0.137811000
898,0.137765000
899,0.137962000
900,0.138105000
901,0.137929000
902,0.137859000
903,0.137864000
904,0.137942000
905,0.137968000
906,0.137846000
907,0.137879000
908,0.137849000
909,0.137916000
910,0.138134000
911,0.138029000
912,0.137840000
913,0.137929000
914,0.138066000
915,0.476846000
916,0.138001000
917,0.137975000
918,0.137797000
919,0.138017000
920,0.137963000
921,0.138034000
922,0.137897000
923,0.137995000
924,0.137959000
925,0.137828000
926,0.137889000
927,0.137980000
928,0.137856000
929,0.138118000
930,0.138031000
931,0.137782000
932,0.138321000
933,0.137927000
934,0.138134000
935,0.138068000
936,0.137840000
937,0.137853000
938,0.137963000
939,0.137914000
940,0.138052000
941,0.138017000
942,0.138121000
943,0.138011000
944,0.137914000
945,0.138028000
946,0.137815000
947,0.137955000
948,0.138085000
949,0.137989000
950,0.137954000
951,0.137888000
952,0.138099000
953,0.137838000
954,0.137885000
955,0.137902000
956,0.137994000
957,0.137936000
958,0.137872000
959,0.138075000
960,0.138047000
961,0.137905000
962,0.138068000
963,0.137937000
964,0.137901000
965,0.138099000
966,0.138084000
967,0.137888000
968,0.138159000
969,0.137926000
970,0.137955000
971,0.138104000
972,0.138025000
973,0.137874000
974,0.137829000
975,0.138007000
976,0.138075000
977,0.138118000
978,0.137832000
979,0.137991000
980,0.138022000
981,0.138030000
982,0.138025000
983,0.137794000
984,0.138148000
985,0.138099000
986,0.137966000
987,0.138105000
988,0.138042000
989,0.137981000
990,0.137911000
991,0.138125000
992,0.138031000
993,0.137863000
994,0.137835000
995,0.137997000
996,0.138014000
997,0.137917000
998,0.137854000
999,0.137950000
1000,0.137964000
1001,0.137946000
1002,0.138083000
1003,0.138145000
1004,0.138039000
1005,0.138086000
1006,0.138023000
1007,0.137913000
1008,0.138148000
1009,0.137983000
1010,0.137918000
1011,0.137896000
1012,0.137772000
1013,0.137794000
1014,0.137970000
1015,0.138074000
1016,0.138028000
1017,0.137826000
1018,0.137980000
1019,0.137984000
1020,0.137946000
1021,0.138074000
1022,0.138091000
1023,0.137868000
1024,0.137868000
1025,0.138090000
1026,0.137916000
1027,0.137882000
1028,0.137778000
1029,0.137876000
1030,0.137838000
1031,0.137929000
1032,0.138116000
1033,0.137810000
1034,0.137849000
1035,0.137947000
1036,0.137901000
1037,0.138013000
1038,0.137953000
1039,0.138172000
1040,0.137979000
1041,0.137953000
1042,0.137871000
1043,0.137826000
1044,0.137841000
1045,0.137860000
1046,0.137860000
1047,0.137974000
1048,0.137944000
1049,0.138185000
1050,0.137851000
1051,0.137820000
1052,0.137867000
1053,0.137871000
1054,0.138181000
1055,0.137842000
1056,0.137847000
1057,0.137988000
1058,0.138011000
1059,0.137965000
1060,0.137918000
1061,0.137875000
1062,0.137796000
1063,0.137903000
1064,0.137898000
1065,0.137986000
1066,0.137817000
1067,0.138085000
1068,0.137937000
1069,0.138109000
1070,0.138145000
1071,0.137812000
1072,0.137845000
1073,0.137938000
1074,0.137900000
1075,0.137925000
1076,0.137878000
1077,0.137921000
1078,0.137902000
1079,0.138063000
1080,0.138230000
1081,0.137892000
1082,0.138000000
1083,0.137954000
1084,0.137951000
1085,0.137977000
1086,0.138077000
1087,0.137888000
1088,0.476155000
1089,0.137869000
1090,0.137872000
1091,0.138044000
1092,0.476995000
1093,0.137959000
1094,0.137915000
1095,0.137862000
1096,0.137980000
1097,0.138082000
1098,0.137882000
1099,0.138051000
1100,0.137980000
1101,0.137888000
1102,0.138039000
1103,0.138011000
1104,0.137838000
1105,0.137815000
1106,0.137987000
1107,0.137916000
1108,0.137998000
1109,0.137811000
1110,0.137975000
1111,0.137884000
1112,0.137970000
1113,0.137912000
1114,0.138067000
1115,0.137857000
1116,0.137998000
1117,0.137994000
1118,0.138006000
1119,0.137860000
1120,0.138080000
1121,0.137804000
1122,0.137919000
1123,0.138015000
1124,0.138132000
1125,0.137959000
1126,0.137847000
1127,0.137872000
1128,0.137807000
1129,0.137963000
1130,0.137844000
1131,0.137846000
1132,0.137852000
1133,0.138041000
1134,0.138064000
1135,0.137908000
1136,0.137834000
1137,0.137855000
1138,0.138277000
1139,0.138079000
1140,0.138081000
1141,0.137802000
1142,0.137850000
1143,0.137906000
1144,0.137912000
1145,0.137854000
1146,0.138129000
1147,0.138065000
1148,0.137983000
1149,0.138014000
1150,0.138017000
1151,0.137854000
1152,0.137799000
1153,0.138120000
1154,0.138018000
1155,0.137861000
1156,0.138069000
1157,0.138105000
1158,0.138142000
1159,0.137909000
1160,0.137872000
1161,0.137997000
1162,0.137906000
1163,0.138032000
1164,0.138009000
1165,0.138042000
1166,0.137961000
1167,0.138035000
1168,0.137748000
1169,0.137877000
1170,0.137777000
1171,0.137987000
1172,0.137898000
1173,0.137879000
1174,0.137843000
1175,0.138025000
1176,0.137870000
1177,0.138042000
1178,0.137916000
1179,0.138015000
1180,0.138041000
1181,0.137851000
1182,0.138202000
1183,0.138011000
1184,0.137791000
1185,0.137859000
1186,0.137832000
1187,0.138022000
1188,0.137868000
1189,0.138020000
1190,0.138002000
1191,0.138054000
1192,0.137819000
1193,0.137816000
1194,0.137772000
1195,0.138119000
1196,0.137941000
1197,0.137949000
1198,0.137889000
1199,0.137822000
1200,0.137927000
1201,0.137860000
1202,0.138037000
1203,0.137854000
1204,0.137846000
1205,0.137994000
1206,0.137913000
1207,0.137963000
1208,0.137864000
1209,0.138040000
1210,0.137775000
1211,0.137846000
1212,0.137981000
1213,0.137913000
1214,0.137832000
1215,0.138107000
1216,0.137981000
1217,0.137917000
1218,0.137837000
1219,0.138057000
1220,0.137819000
1221,0.138106000
1222,0.138025000
1223,0.137864000
1224,0.137992000
1225,0.138015000
1226,0.137876000
1227,0.137855000
1228,0.137924000
1229,0.137833000
1230,0.137847000
1231,0.138091000
1232,0.138031000
1233,0.138014000
1234,0.138033000
1235,0.138067000
1236,0.137863000
1237,0.137883000
1238,0.138029000
1239,0.138019000
1240,0.138129000
1241,0.137991000
1242,0.137982000
1243,0.137965000
1244,0.137950000
1245,0.137922000
1246,0.137873000
1247,0.138045000
1248,0.138052000
1249,0.137941000
1250,0.137861000
1251,0.137922000
1252,0.138084000
1253,0.137864000
1254,0.137963000
1255,0.138090000
1256,0.137865000
1257,0.137956000
1258,0.138043000
1259,0.137979000
1260,0.137954000
1261,0.137925000
1262,0.138022000
1263,0.138165000
1264,0.138113000
1265,0.137882000
1266,0.137940000
1267,0.137901000
1268,0.137845000
1269,0.137847000
1270,0.137839000
1271,0.138060000
1272,0.137860000
1273,0.137965000
1274,0.138237000
1275,0.138063000
1276,0.137977000
1277,0.137883000
1278,0.138121000
1279,0.137813000
1280,0.137957000
1281,0.138041000
1282,0.137850000
1283,0.137876000
1284,0.137934000
1285,0.138158000
1286,0.137838000
1287,0.137831000
1288,0.137876000
1289,0.137864000
1290,0.138146000
1291,0.138137000
1292,0.138234000
1293,0.138041000
1294,0.138104000
1295,0.138129000
1296,0.138004000
1297,0.137891000
1298,0.138038000
1299,0.137894000
1300,0.137860000
1301,0.137852000
1302,0.138038000
1303,0.138084000
1304,0.138114000
1305,0.137820000
1306,0.138050000
1307,0.137806000
1308,0.137977000
1309,0.476949000
1310,0.137790000
1311,0.137918000
1312,0.138076000
1313,0.137977000
1314,0.137969000
1315,0.137924000
1316,0.476937000
1317,0.137885000
1318,0.137870000
1319,0.137973000
1320,0.137933000
1321,0.137844000
1322,0.138109000
1323,0.137841000
1324,0.137919000
1325,0.138056000
1326,0.137776000
1327,0.138043000
1328,0.137822000
1329,0.138045000
1330,0.138073000
1331,0.138220000
1332,0.138074000
1333,0.137968000
1334,0.138132000
1335,0.138115000
1336,0.137929000
1337,0.137873000
1338,0.137957000
1339,0.137852000
1340,0.137996000
1341,0.137907000
1342,0.137898000
1343,0.137988000
1344,0.137876000
1345,0.137877000
1346,0.137883000
1347,0.137896000
1348,0.137875000
1349,0.138075000
1350,0.138070000
1351,0.137881000
1352,0.137879000
1353,0.137907000
1354,0.137958000
1355,0.137908000
1356,0.137789000
1357,0.137883000
1358,0.137912000
1359,0.138165000
1360,0.137861000
1361,0.137902000
1362,0.137904000
1363,0.138167000
1364,0.138152000
1365,0.137829000
1366,0.137816000
1367,0.137821000
1368,0.138036000
1369,0.138141000
1370,0.137874000
1371,0.137895000
1372,0.137857000
1373,0.138121000
1374,0.137992000
1375,0.137966000
1376,0.137941000
1377,0.137900000
1378,0.137842000
1379,0.137903000
1380,0.137912000
1381,0.137858000
1382,0.137862000
1383,0.138095000
1384,0.137842000
1385,0.138173000
1386,0.137847000
1387,0.138034000
1388,0.138078000
1389,0.138090000
1390,0.138007000
1391,0.137855000
1392,0.138099000
1393,0.138016000
1394,0.137884000
1395,0.137895000
1396,0.137836000
1397,0.137831000
1398,0.138119000
1399,0.138052000
1400,0.137792000
1401,0.137897000
1402,0.138122000
1403,0.137767000
1404,0.137966000
1405,0.137839000
1406,0.137779000
1407,0.137850000
1408,0.137841000
1409,0.138019000
1410,0.137863000
1411,0.137919000
1412,0.137903000
1413,0.137908000
1414,0.137879000
1415,0.137931000
1416,0.138254000
1417,0.137808000
1418,0.138119000
1419,0.137918000
1420,0.138030000
1421,0.137881000
1422,0.137836000
1423,0.137979000
1424,0.137906000
1425,0.137828000
1426,0.137910000
1427,0.138069000
1428,0.138068000
1429,0.137786000
1430,0.137925000
1431,0.137840000
1432,0.137861000
1433,0.137949000
1434,0.137859000
1435,0.137959000
1436,0.137995000
1437,0.138153000
1438,0.137877000
1439,0.137917000
1440,0.137860000
1441,0.137864000
1442,0.137996000
1443,0.137880000
1444,0.137892000
1445,0.137813000
1446,0.137954000
1447,0.137851000
1448,0.138094000
1449,0.138017000
1450,0.137971000
1451,0.137970000
1452,0.137891000
1453,0.137907000
1454,0.138048000
1455,0.138046000
1456,0.138068000
1457,0.137874000
1458,0.137939000
1459,0.137915000
1460,0.137838000
1461,0.137850000
1462,0.138131000
1463,0.137941000
1464,0.137779000
1465,0.138068000
1466,0.137927000
1467,0.137843000
1468,0.137868000
1469,0.138061000
1470,0.137823000
1471,0.137850000
1472,0.138105000
1473,0.138041000
1474,0.138197000
1475,0.138103000
1476,0.137823000
1477,0.137821000
1478,0.137939000
1479,0.137875000
1480,0.137874000
1481,0.138087000
1482,0.137830000
1483,0.137888000
1484,0.137885000
1485,0.138049000
1486,0.137837000
1487,0.137818000
1488,0.137839000
1489,0.137884000
1490,0.138052000
1491,0.137900000
1492,0.137874000
1493,0.137845000
1494,0.137971000
1495,0.137979000
1496,0.137921000
1497,0.137876000
1498,0.138081000
1499,0.137918000
1500,0.137771000
1501,0.137980000
1502,0.138066000
1503,0.137783000
1504,0.138068000
1505,0.138013000
1506,0.137824000
1507,0.138064000
1508,0.137830000
1509,0.137984000
1510,0.138131000
1511,0.137921000
1512,0.137822000
1513,0.138158000
1514,0.138068000
1515,0.137867000
1516,0.137830000
1517,0.137870000
1518,0.138099000
1519,0.137910000
1520,0.137887000
1521,0.137941000
1522,0.137868000
1523,0.137834000
1524,0.137881000
1525,0.137850000
1526,0.137863000
1527,0.137896000
1528,0.137896000
1529,0.138071000
1530,0.137934000
1531,0.137996000
1532,0.138110000
1533,0.137951000
1534,0.137898000
1535,0.138036000
1536,0.138101000
1537,0.138000000
1538,0.137862000
1539,0.137983000
1540,0.138014000
1541,0.137922000
1542,0.137944000
1543,0.137895000
1544,0.137959000
1545,0.137852000
1546,0.137839000
1547,0.138037000
1548,0.137922000
1549,0.137875000
1550,0.138012000
1551,0.137909000
1552,0.137947000
1553,0.137923000
1554,0.137932000
1555,0.137950000
1556,0.138023000
1557,0.137885000
1558,0.137918000
1559,0.138119000
1560,0.137919000
1561,0.137964000
1562,0.137916000
1563,0.137904000
1564,0.138003000
1565,0.138071000
1566,0.137975000
1567,0.137821000
1568,0.137853000
1569,0.137923000
1570,0.137833000
1571,0.137851000
1572,0.137835000
1573,0.137884000
1574,0.137939000
1575,0.138039000
1576,0.137934000
1577,0.137990000
1578,0.138177000
1579,0.138162000
1580,0.137914000
1581,0.137877000
1582,0.137869000
1583,0.137952000
1584,0.137866000
1585,0.138096000
1586,0.137861000
1587,0.138006000
1588,0.137954000
1589,0.138270000
1590,0.137922000
1591,0.138051000
1592,0.138063000
1593,0.138033000
1594,0.138164000
1595,0.138169000
1596,0.137960000
1597,0.138009000
1598,0.137760000
1599,0.137922000
1600,0.137849000
1601,0.138051000
1602,0.137849000
1603,0.137796000
1604,0.137977000
1605,0.138040000
1606,0.137829000
1607,0.138036000
1608,0.137796000
1609,0.138079000
1610,0.138057000
1611,0.137897000
1612,0.137775000
1613,0.137827000
1614,0.137861000
1615,0.138037000
1616,0.137942000
1617,0.137849000
1618,0.138088000
1619,0.137813000
1620,0.138036000
1621,0.138097000
1622,0.138026000
1623,0.137844000
1624,0.138160000
1625,0.138036000
1626,0.137847000
1627,0.137862000
1628,0.138084000
1629,0.137965000
1630,0.138043000
1631,0.137987000
1632,0.138074000
1633,0.137948000
1634,0.138084000
1635,0.138067000
1636,0.138111000
1637,0.137884000
1638,0.138391000
1639,0.138027000
1640,0.138096000
1641,0.137843000
1642,0.137952000
1643,0.138082000
1644,0.137867000
1645,0.137966000
1646,0.137991000
1647,0.137835000
1648,0.138100000
1649,0.138139000
1650,0.137791000
1651,0.137917000
1652,0.138129000
1653,0.138047000
1654,0.137988000
1655,0.137941000
1656,0.138025000
1657,0.137794000
1658,0.137958000
1659,0.138043000
1660,0.137911000
1661,0.138000000
1662,0.138142000
1663,0.137831000
